CompanyId,FactoryId,AreaId,ProductName,ProductCode,ProductModel,JobId,JobTableName,StepNo,StepType,Result,NgStepCount,StartTime,EndTime,WorkTime,StandardTime,UserCode,UserName,Information,ProductVersion,BomSetName,BomSetCode,BomSetVersion,CustomInformation,ScrewSpecData,CommentData,TorqueData,RotationTimeData,RotationAngleData,TraceData,PartsData
A,A,ASK-PC-0002,四方监控屏,444,444,13-20190611184616-0001,青岛四方智能作业台,5,0,0,2,2019-06-11 19:50:41.000,2019-06-11 20:05:46.000,80,1,Admin,Administrator,,63,青岛四方监控屏,211210000439300,V19,,,5:6:1:无评论;5:6:2:无评论,,,,,
A,A,ASK-PC-0002,四方监控屏,444,444,13-20190611184616-0001,青岛四方智能作业台,6,3,3,1,2019-06-11 18:59:45.000,2019-06-11 18:59:49.000,4,1,Admin,Administrator,,636,青岛四方监控屏,211210000439300,V19,,,,,,,,
A,A,ASK-PC-0002,四方监控屏,444,444,13-20190611184616-0001,青岛四方智能作业台,6,3,3,1,2019-06-11 19:05:19.000,2019-06-11 19:06:26.000,67,1,Admin,Administrator,,636,青岛四方监控屏,211210000439300,V19,,,,,,,,
A,A,ASK-PC-0002,四方监控屏,444,444,13-20190611184616-0001,青岛四方智能作业台,6,3,3,2,2019-06-11 19:05:19.000,2019-06-11 19:06:56.000,79,1,Admin,Administrator,,636,青岛四方监控屏,211210000439300,V19,,,,,,,,
A,A,ASK-PC-0002,四方监控屏,444,444,13-20190611184616-0001,青岛四方智能作业台,6,3,3,1,2019-06-11 19:50:48.000,2019-06-11 20:02:13.000,15,1,Admin,Administrator,,636,青岛四方监控屏,211210000439300,V19,,,6:7:1:无评论,,,,,
A,A,ASK-PC-0002,四方监控屏,444,444,13-20190611184616-0001,青岛四方智能作业台,6,3,3,1,2019-06-11 19:50:48.000,2019-06-11 20:05:49.000,18,1,Admin,Administrator,,63,青岛四方监控屏,211210000439300,V19,,,6:7:1:无评论,,,,,
A,A,ASK-PC-0002,四方监控屏,444,444,13-20190611184616-0002,青岛四方智能作业台,1,3,3,0,2019-06-11 20:07:13.000,2019-06-11 20:07:14.000,1,1,Admin,Administrator,,6,青岛四方监控屏,211210000439300,V19,,,,,,,,
A,A,ASK-PC-0002,四方监控屏,444,444,13-20190611184616-0002,青岛四方智能作业台,5,0,0,1,2019-06-11 20:07:24.000,2019-06-11 20:08:59.000,95,1,Admin,Administrator,,6,青岛四方监控屏,211210000439300,V19,,,,,,,,
A,A,ASK-PC-0002,四方监控屏2,555,555,16-20190611192834-0001,青岛四方智能作业台,1,2,2,1,2019-06-11 19:28:34.000,2019-06-11 19:29:13.000,39,19,Admin,Administrator,,a,青岛四方监控屏,211210000439300,V19,,,,,,,,
A,A,ASK-PC-0002,四方监控屏2,555,555,16-20190611192834-0001,青岛四方智能作业台,1,2,2,1,2019-06-11 19:28:34.000,2019-06-11 19:30:16.000,42,19,Admin,Administrator,,a,青岛四方监控屏,211210000439300,V19,,,1:取面板撕PE膜:1:无评论,,,,,1:1:331180000443300:1:取面板撕PE膜:
A,A,ASK-PC-0002,四方监控屏2,555,555,16-20190611192834-0001,青岛四方智能作业台,2,0,0,0,2019-06-11 19:30:16.000,2019-06-11 19:30:19.000,3,10,Admin,Administrator,,a,青岛四方监控屏,211210000439300,V19,,,,,,,,
A,A,ASK-PC-0002,四方监控屏2,555,555,16-20190611192834-0001,青岛四方智能作业台,3,3,3,0,2019-06-11 19:30:19.000,2019-06-11 19:30:24.000,5,128,Admin,Administrator,,a,青岛四方监控屏,211210000439300,V19,,,,,,,,3:1:460069020050013:1:贴双面胶1-4:
A,A,ASK-PC-0002,四方监控屏2,555,555,16-20190611192834-0001,青岛四方智能作业台,4,3,3,0,2019-06-11 19:30:24.000,2019-06-11 19:30:26.000,2,213,Admin,Administrator,,a,青岛四方监控屏,211210000439300,V19,,,,,,,,
A,A,ASK-PC-0002,四方监控屏2,555,555,16-20190611192834-0001,青岛四方智能作业台,5,2,2,0,2019-06-11 19:30:26.000,2019-06-11 19:30:29.000,3,20,Admin,Administrator,,a,青岛四方监控屏,211210000439300,V19,,,,,,,,5:1:500000310410002 :1:取触摸屏去包装:
A,A,ASK-PC-0002,四方监控屏2,555,555,16-20190611192834-0001,青岛四方智能作业台,6,3,3,0,2019-06-11 19:30:29.000,2019-06-11 19:30:33.000,4,77,Admin,Administrator,,a,青岛四方监控屏,211210000439300,V19,,,,,,,,
A,A,ASK-PC-0002,四方监控屏2,555,555,16-20190611192834-0001,青岛四方智能作业台,7,0,0,0,2019-06-11 19:30:33.000,2019-06-11 19:30:35.000,2,126,Admin,Administrator,,a,青岛四方监控屏,211210000439300,V19,,,,,,,,
A,A,ASK-PC-0002,四方监控屏2,555,555,16-20190611192834-0001,青岛四方智能作业台,8,3,3,0,2019-06-11 19:30:35.000,2019-06-11 19:30:40.000,5,123,Admin,Administrator,,a,青岛四方监控屏,211210000439300,V19,,,,,,,,8:1:331180000443400 :1:取安装板安装护边:;8:2:460062000000003 :1:取安装板安装护边:
A,A,ASK-PC-0002,四方监控屏2,555,555,16-20190611192834-0001,青岛四方智能作业台,9,3,3,0,2019-06-11 19:30:40.000,2019-06-11 19:31:25.000,45,600,Admin,Administrator,,a,青岛四方监控屏,211210000439300,V19,,,9:液晶屏贴植绒布1-4（2层），裁切:1:无评论,,,,,
A,A,ASK-PC-0002,四方监控屏2,555,555,16-20190611192834-0001,青岛四方智能作业台,10,2,2,0,2019-06-11 19:31:25.000,2019-06-11 19:31:31.000,6,79,Admin,Administrator,,a,青岛四方监控屏,211210000439300,V19,,,,,,,,10:1:500000222120029 :1:接LVDS线、液晶屏驱动线:;10:2:500000222120047 :1:接LVDS线、液晶屏驱动线:
A,A,ASK-PC-0002,四方监控屏2,555,555,16-20190611192834-0001,青岛四方智能作业台,11,2,2,0,2019-06-11 19:31:31.000,2019-06-11 19:31:37.000,6,15,Admin,Administrator,,a,青岛四方监控屏,211210000439300,V19,,,,,,,,
A,A,ASK-PC-0002,四方监控屏2,555,555,16-20190611192834-0001,青岛四方智能作业台,12,3,3,0,2019-06-11 19:31:37.000,2019-06-11 19:31:39.000,2,70,Admin,Administrator,,a,青岛四方监控屏,211210000439300,V19,,,,,,,,
A,A,ASK-PC-0002,四方监控屏2,555,555,16-20190611192834-0001,青岛四方智能作业台,13,2,2,0,2019-06-11 19:31:39.000,2019-06-11 19:31:46.000,7,123,Admin,Administrator,,a,青岛四方监控屏,211210000439300,V19,,,,,,,,13:1:331180000443400 :1:取安装板安装护边:;13:2:460062000000003 :1:取安装板安装护边:
A,A,ASK-PC-0002,四方监控屏2,555,555,16-20190611192834-0001,青岛四方智能作业台,14,3,3,0,2019-06-11 19:31:46.000,2019-06-11 19:31:54.000,8,600,Admin,Administrator,,a,青岛四方监控屏,211210000439300,V19,,,,,,,,14:1:460069010000005:1:液晶屏贴植绒布1-4（2层），裁切:
A,A,ASK-PC-0002,四方监控屏2,555,555,16-20190611192834-0001,青岛四方智能作业台,15,2,2,0,2019-06-11 19:31:54.000,2019-06-11 19:31:57.000,3,15,Admin,Administrator,,a,青岛四方监控屏,211210000439300,V19,,,,,,,,
A,A,ASK-PC-0002,四方监控屏2,555,555,16-20190611192834-0001,青岛四方智能作业台,16,3,3,0,2019-06-11 19:31:57.000,2019-06-11 19:32:15.000,18,50,Admin,Administrator,,a,青岛四方监控屏,211210000439300,V19,,,,,,,,16:1:310011020403000 :4:固定至安装板:
A,A,ASK-PC-0002,四方监控屏2,555,555,16-20190611192834-0001,青岛四方智能作业台,17,2,2,0,2019-06-11 19:32:15.000,2019-06-11 19:32:20.000,5,10,Admin,Administrator,,a,青岛四方监控屏,211210000439300,V19,,,,,,,,17:1:500000103620003:1:取驱动板:
A,A,ASK-PC-0002,四方监控屏2,555,555,16-20190611192834-0001,青岛四方智能作业台,18,3,3,7,2019-06-11 19:32:20.000,2019-06-11 19:33:55.000,95,10,Admin,Administrator,,a,青岛四方监控屏,211210000439300,V19,,,,,,,,
A,A,ASK-PC-0002,四方监控屏2,555,555,16-20190611192834-0001,青岛四方智能作业台,18,3,3,7,2019-06-11 19:32:20.000,2019-06-11 19:37:30.000,111,10,Admin,Administrator,,a,青岛四方监控屏,211210000439300,V19,,,,,,,,18:1:310011030603001 :2:安装触摸控制卡:
A,A,ASK-PC-0002,四方监控屏2,555,555,16-20190611192834-0001,青岛四方智能作业台,19,2,2,0,2019-06-11 19:37:30.000,2019-06-11 19:37:53.000,23,5,Admin,Administrator,,a,青岛四方监控屏,211210000439300,V19,,,,,,,,19:1:500000150010003 :1:取AD板:
A,A,ASK-PC-0002,四方监控屏2,555,555,16-20190611192834-0001,青岛四方智能作业台,20,3,3,0,2019-06-11 19:37:53.000,2019-06-11 19:38:48.000,55,20,Admin,Administrator,,a,青岛四方监控屏,211210000439300,V19,,,,,,,,20:1:310011030603002 :4:安装AD板:
A,A,ASK-PC-0002,四方监控屏2,555,555,16-20190611192834-0001,青岛四方智能作业台,21,2,2,0,2019-06-11 19:38:48.000,2019-06-11 19:39:01.000,13,128,Admin,Administrator,,a,青岛四方监控屏,211210000439300,V19,,,,,,,,21:1:500000222120033:1:接连接线及扎带座:;21:2:500000222120032:1:接连接线及扎带座:
A,A,ASK-PC-0002,四方监控屏2,555,555,16-20190611192834-0001,青岛四方智能作业台,22,2,2,0,2019-06-11 19:39:01.000,2019-06-11 19:39:04.000,3,20,Admin,Administrator,,a,青岛四方监控屏,211210000439300,V19,,,,,,,,
A,A,ASK-PC-0002,四方监控屏2,555,555,16-20190611192834-0001,青岛四方智能作业台,23,3,3,0,2019-06-11 19:39:04.000,2019-06-11 19:39:37.000,33,70,Admin,Administrator,,a,青岛四方监控屏,211210000439300,V19,,,23:紫光固化:1:无评论,,,,,
A,A,ASK-PC-0002,四方监控屏2,555,555,16-20190611192834-0001,青岛四方智能作业台,24,2,2,0,2019-06-11 19:39:37.000,2019-06-11 19:39:37.000,0,20,Admin,Administrator,,a,青岛四方监控屏,211210000439300,V19,,,,,,,,
A,A,ASK-PC-0002,四方监控屏2,555,555,16-20190611192834-0001,青岛四方智能作业台,25,3,3,1,2019-06-11 19:39:37.000,2019-06-11 19:40:31.000,53,69,Admin,Administrator,,a,青岛四方监控屏,211210000439300,V19,,,,,,,,25:1:460060219850001 :1:前面板安装复位按钮并点胶:
A,A,ASK-PC-0002,四方监控屏2,555,555,16-20190611192834-0001,青岛四方智能作业台,25,3,3,1,2019-06-11 19:39:37.000,2019-06-11 19:40:36.000,54,69,Admin,Administrator,,a,青岛四方监控屏,211210000439300,V19,,,,,,,,25:1:460060219850001 :1:前面板安装复位按钮并点胶:
A,A,ASK-PC-0002,四方监控屏2,555,555,16-20190611192834-0001,青岛四方智能作业台,26,2,2,0,2019-06-11 19:40:36.000,2019-06-11 19:40:43.000,7,20,Admin,Administrator,,a,青岛四方监控屏,211210000439300,V19,,,,,,,,
A,A,ASK-PC-0002,四方监控屏2,555,555,16-20190611192834-0001,青岛四方智能作业台,27,3,3,0,2019-06-11 19:40:43.000,2019-06-11 19:40:45.000,2,70,Admin,Administrator,,a,青岛四方监控屏,211210000439300,V19,,,,,,,,
A,A,ASK-PC-0002,四方监控屏2,555,555,16-20190611192834-0001,青岛四方智能作业台,28,0,0,0,2019-06-11 19:40:45.000,2019-06-11 19:40:48.000,3,310,Admin,Administrator,,a,青岛四方监控屏,211210000439300,V19,,,,,,,,
A,A,ASK-PC-0002,四方监控屏2,555,555,16-20190611192834-0001,青岛四方智能作业台,29,3,3,0,2019-06-11 19:40:48.000,2019-06-11 19:41:13.000,25,20,Admin,Administrator,,a,青岛四方监控屏,211210000439300,V19,,,,,,,,29:1:701042000001100 :2:安装USB线:;29:2:310014308003000 :4:安装USB线:
A,A,ASK-PC-0002,四方监控屏2,555,555,16-20190611192834-0001,青岛四方智能作业台,29,3,3,0,2019-06-11 19:40:48.000,2019-06-11 19:42:28.000,44,20,Admin,Administrator,,a,青岛四方监控屏,211210000439300,V19,,,,,,,,29:1:701042000001100 :2:安装USB线:;29:2:310014308003000 :4:安装USB线:
A,A,ASK-PC-0002,四方监控屏2,555,555,16-20190611192834-0001,青岛四方智能作业台,30,2,2,0,2019-06-11 19:41:13.000,2019-06-11 19:42:09.000,47,30,Admin,Administrator,,a,青岛四方监控屏,211210000439300,V19,,,30:安装网口:1:无评论,,,,,
A,A,ASK-PC-0002,四方监控屏2,555,555,16-20190611192834-0001,青岛四方智能作业台,30,2,2,0,2019-06-11 19:41:13.000,2019-06-11 19:43:35.000,114,30,Admin,Administrator,,a,青岛四方监控屏,211210000439300,V19,,,30:安装网口:1:无评论;30:安装网口:2:无评论,,,,,
A,A,ASK-PC-0002,四方监控屏2,555,555,16-20190611192834-0001,青岛四方智能作业台,31,3,3,0,2019-06-11 19:43:35.000,2019-06-11 19:43:40.000,5,10,Admin,Administrator,,a,青岛四方监控屏,211210000439300,V19,,,,,,,,
A,A,ASK-PC-0002,四方监控屏2,555,555,16-20190611192834-0001,青岛四方智能作业台,42,3,3,0,2019-06-11 19:45:37.000,2019-06-11 19:45:46.000,9,42,Admin,Administrator,,a,青岛四方监控屏,211210000439300,V19,,,,,,,,
A,A,ASK-PC-0002,四方监控屏2,555,555,16-20190611192834-0001,青岛四方智能作业台,43,2,2,0,2019-06-11 19:45:46.000,2019-06-11 19:45:53.000,7,20,Admin,Administrator,,a,青岛四方监控屏,211210000439300,V19,,,,,,,,
A,A,ASK-PC-0002,四方监控屏2,555,555,16-20190611192834-0001,青岛四方智能作业台,44,2,2,0,2019-06-11 19:45:53.000,2019-06-11 19:46:52.000,59,20,Admin,Administrator,,a,青岛四方监控屏,211210000439300,V19,,,44:电源板安装至电路板外壳:1:无评论,,,,,
A,A,ASK-PC-0002,四方监控屏2,555,555,16-20190611192834-0001,青岛四方智能作业台,45,2,2,0,2019-06-11 19:46:52.000,2019-06-11 19:46:57.000,5,46,Admin,Administrator,,a,青岛四方监控屏,211210000439300,V19,,,,,,,,
A,A,ASK-PC-0002,四方监控屏2,555,555,16-20190611192834-0001,青岛四方智能作业台,46,0,0,0,2019-06-11 19:46:57.000,2019-06-11 19:47:00.000,3,25,Admin,Administrator,,a,青岛四方监控屏,211210000439300,V19,,,,,,,,
A,A,ASK-PC-0002,四方监控屏2,555,555,16-20190611192834-0001,青岛四方智能作业台,47,3,3,0,2019-06-11 19:47:00.000,2019-06-11 19:47:02.000,2,25,Admin,Administrator,,a,青岛四方监控屏,211210000439300,V19,,,,,,,,47:1:310098406051101 :2:更换VGA螺柱:
A,A,ASK-PC-0002,四方监控屏2,555,555,16-20190611192834-0001,青岛四方智能作业台,48,3,3,0,2019-06-11 19:47:02.000,2019-06-11 19:47:06.000,4,48,Admin,Administrator,,a,青岛四方监控屏,211210000439300,V19,,,,,,,,48:1:500001852710002 :1:安装内存条:
A,A,ASK-PC-0002,四方监控屏2,555,555,16-20190611192834-0001,青岛四方智能作业台,49,3,3,0,2019-06-11 19:47:06.000,2019-06-11 19:47:17.000,11,20,Admin,Administrator,,a,青岛四方监控屏,211210000439300,V19,,,,,,,,49:1:500000200832001 :1:安装MSATA卡:;49:2:310011020403000 :2:安装MSATA卡:
A,A,ASK-PC-0002,四方监控屏2,555,555,16-20190611192834-0001,青岛四方智能作业台,50,3,3,0,2019-06-11 19:47:17.000,2019-06-11 19:47:37.000,20,25,Admin,Administrator,,a,青岛四方监控屏,211210000439300,V19,,,,,,,,50:1:310011030603001 :2:接USB，固定VGA，接网线电源线:;50:2:701042000001100 :1:接USB，固定VGA，接网线电源线:;50:3:440028100069000 :2:接USB，固定VGA，接网线电源线:
A,A,ASK-PC-0002,四方监控屏2,555,555,16-20190611192834-0001,青岛四方智能作业台,51,3,3,0,2019-06-11 19:47:37.000,2019-06-11 19:47:42.000,5,47,Admin,Administrator,,a,青岛四方监控屏,211210000439300,V19,,,,,,,,51:1:310031030041000 :6:固定CPU:
A,A,ASK-PC-0002,四方监控屏2,555,555,16-20190611192834-0001,青岛四方智能作业台,52,3,3,0,2019-06-11 19:47:42.000,2019-06-11 19:47:52.000,10,72,Admin,Administrator,,a,青岛四方监控屏,211210000439300,V19,,,,,,,,52:1:310014308003000 :8:接口安装至后壳:;52:2:310051030021001 :8:接口安装至后壳:;52:3:300093001000300 :8:接口安装至后壳:;52:4:310098406051000 :2:接口安装至后壳:
A,A,ASK-PC-0002,四方监控屏2,555,555,16-20190611192834-0001,青岛四方智能作业台,53,3,3,0,2019-06-11 19:47:52.000,2019-06-11 19:47:59.000,7,169,Admin,Administrator,,a,青岛四方监控屏,211210000439300,V19,,,,,,,,53:1:460022025100003 :1:整理线束:
A,A,ASK-PC-0002,四方监控屏2,555,555,16-20190611192834-0001,青岛四方智能作业台,54,2,2,0,2019-06-11 19:47:59.000,2019-06-11 19:48:02.000,3,277,Admin,Administrator,,a,青岛四方监控屏,211210000439300,V19,,,,,,,,
A,A,ASK-PC-0002,四方监控屏2,555,555,16-20190611192834-0001,青岛四方智能作业台,55,3,3,0,2019-06-11 19:48:02.000,2019-06-11 19:48:05.000,3,70,Admin,Administrator,,a,青岛四方监控屏,211210000439300,V19,,,,,,,,
A,A,ASK-PC-0002,四方监控屏2,555,555,16-20190611192834-0001,青岛四方智能作业台,56,3,3,0,2019-06-11 19:48:05.000,2019-06-11 19:48:37.000,32,56,Admin,Administrator,,a,青岛四方监控屏,211210000439300,V19,,,56:装配安装板:1:无评论,,,,,
A,A,ASK-PC-0002,四方监控屏2,555,555,16-20190611192834-0001,青岛四方智能作业台,57,2,2,0,2019-06-11 19:48:37.000,2019-06-11 19:48:40.000,3,3,Admin,Administrator,,a,青岛四方监控屏,211210000439300,V19,,,,,,,,
A,A,ASK-PC-0002,四方监控屏2,555,555,16-20190611192834-0001,青岛四方智能作业台,58,3,3,0,2019-06-11 19:48:40.000,2019-06-11 19:48:56.000,16,26,Admin,Administrator,,a,青岛四方监控屏,211210000439300,V19,,,,,,,,58:1:310011041003001 :4:显示屏和主机组装:
A,A,ASK-PC-0002,四方监控屏2,555,555,16-20190611192834-0001,青岛四方智能作业台,59,3,3,0,2019-06-11 19:48:56.000,2019-06-11 19:49:03.000,7,20,Admin,Administrator,,a,青岛四方监控屏,211210000439300,V19,,,,,,,,59:1:310031050001000 :1:接地柱安装螺母:;59:2:310041050000000 :1:接地柱安装螺母:
A,A,ASK-PC-0002,四方监控屏2,555,555,16-20190611192834-0001,青岛四方智能作业台,60,2,2,0,2019-06-11 19:49:03.000,2019-06-11 19:49:03.000,0,15,Admin,Administrator,,a,青岛四方监控屏,211210000439300,V19,,,,,,,,
A,A,ASK-PC-0002,四方监控屏2,555,555,16-20190611192834-0001,青岛四方智能作业台,61,1,1,0,2019-06-11 19:49:03.000,2019-06-11 19:49:05.000,2,30,Admin,Administrator,,a,青岛四方监控屏,211210000439300,V19,,,,,,,,
A,A,ASK-PC-0002,四方监控屏2,555,555,16-20190611192834-0002,青岛四方智能作业台,1,2,2,1,2019-06-11 20:05:03.000,2019-06-11 20:05:05.000,2,19,Admin,Administrator,,2,青岛四方监控屏,211210000439300,V19,,,1:取面板撕PE膜:1:无评论,,,,,
A,A,ASK-PC-0002,四方监控屏2,555,555,16-20190611192834-0002,青岛四方智能作业台,1,2,2,0,2019-06-11 20:49:03.000,2019-06-11 20:49:08.000,5,19,Admin,Administrator,,999,青岛四方监控屏,211210000439300,V19,,,1:取面板撕PE膜:1:无评论;1:取面板撕PE膜:2:无评论,,,,,
A,A,ASK-PC-0002,四方监控屏2,555,555,16-20190611192834-0002,青岛四方智能作业台,1,2,2,0,2019-06-11 20:49:03.000,2019-06-12 08:51:55.000,11,19,Admin,Administrator,,999,青岛四方监控屏,211210000439300,V19,,,1:取面板撕PE膜:1:无评论;1:取面板撕PE膜:2:无评论,,,,,1:1:331180000443300:1:取面板撕PE膜:
A,A,ASK-PC-0002,四方监控屏2,555,555,16-20190611192834-0002,青岛四方智能作业台,2,0,0,0,2019-06-12 08:51:55.000,2019-06-12 08:53:16.000,81,10,Admin,Administrator,,999,青岛四方监控屏,211210000439300,V19,,,,,,,,
A,A,ASK-PC-0002,四方监控屏2,555,555,16-20190611192834-0002,青岛四方智能作业台,3,3,3,0,2019-06-12 08:53:16.000,2019-06-12 08:53:52.000,36,128,Admin,Administrator,,999,青岛四方监控屏,211210000439300,V19,,,,,,,,3:1:460069020050013:1:贴双面胶1-4:
A,A,ASK-PC-0002,四方监控屏2,555,555,16-20190611192834-0002,青岛四方智能作业台,4,3,3,0,2019-06-12 08:53:52.000,2019-06-12 08:54:07.000,15,213,Admin,Administrator,,999,青岛四方监控屏,211210000439300,V19,,,,,,,,
A,A,ASK-PC-0002,四方监控屏2,555,555,16-20190611192834-0002,青岛四方智能作业台,5,2,2,0,2019-06-12 08:54:07.000,2019-06-12 08:54:13.000,6,20,Admin,Administrator,,999,青岛四方监控屏,211210000439300,V19,,,,,,,,5:1:500000310410002 :1:取触摸屏去包装:
A,A,ASK-PC-0002,四方监控屏2,555,555,16-20190611192834-0002,青岛四方智能作业台,6,3,3,0,2019-06-12 08:54:13.000,2019-06-12 08:54:18.000,5,77,Admin,Administrator,,999,青岛四方监控屏,211210000439300,V19,,,,,,,,
A,A,ASK-PC-0002,四方监控屏2,555,555,16-20190611192834-0002,青岛四方智能作业台,7,0,0,0,2019-06-12 08:54:18.000,2019-06-12 08:54:24.000,6,126,Admin,Administrator,,999,青岛四方监控屏,211210000439300,V19,,,,,,,,
A,A,ASK-PC-0002,四方监控屏2,555,555,16-20190611192834-0002,青岛四方智能作业台,8,3,3,0,2019-06-12 08:54:24.000,2019-06-12 08:54:27.000,3,123,Admin,Administrator,,999,青岛四方监控屏,211210000439300,V19,,,,,,,,8:1:331180000443400 :1:取安装板安装护边:;8:2:460062000000003 :1:取安装板安装护边:
A,A,ASK-PC-0002,四方监控屏2,555,555,16-20190611192834-0002,青岛四方智能作业台,9,3,3,0,2019-06-12 08:54:27.000,2019-06-12 08:54:29.000,2,600,Admin,Administrator,,999,青岛四方监控屏,211210000439300,V19,,,,,,,,9:1:500000315440005 :1:液晶屏贴植绒布1-4（2层），裁切:;9:2:460069010000005:1:液晶屏贴植绒布1-4（2层），裁切:
A,A,ASK-PC-0002,四方监控屏2,555,555,16-20190611192834-0002,青岛四方智能作业台,10,2,2,0,2019-06-12 08:54:29.000,2019-06-12 08:54:51.000,22,79,Admin,Administrator,,999,青岛四方监控屏,211210000439300,V19,,,10:接LVDS线、液晶屏驱动线:1:无评论,,,,,
A,A,ASK-PC-0002,四方监控屏2,555,555,16-20190611192834-0002,青岛四方智能作业台,10,2,2,0,2019-06-12 08:54:29.000,2019-06-12 08:56:15.000,35,79,Admin,Administrator,,999,青岛四方监控屏,211210000439300,V19,,,10:接LVDS线、液晶屏驱动线:1:无评论,,,,,10:1:500000222120029 :1:接LVDS线、液晶屏驱动线:;10:2:500000222120047 :1:接LVDS线、液晶屏驱动线:
A,A,ASK-PC-0002,四方监控屏2,555,555,16-20190611192834-0002,青岛四方智能作业台,11,2,2,0,2019-06-12 08:56:15.000,2019-06-12 08:56:51.000,36,15,Admin,Administrator,,999,青岛四方监控屏,211210000439300,V19,,,,,,,,
A,A,ASK-PC-0002,四方监控屏2,555,555,16-20190611192834-0002,青岛四方智能作业台,12,3,3,0,2019-06-12 08:56:51.000,2019-06-12 08:56:55.000,4,0,Admin,Administrator,,999,青岛四方监控屏,211210000439300,V19,,,,,,,,
A,A,ASK-PC-0002,四方监控屏2,555,555,16-20190611192834-0002,青岛四方智能作业台,13,6,6,0,2019-06-12 08:56:55.000,2019-06-12 08:56:55.000,0,70,Admin,Administrator,,999,青岛四方监控屏,211210000439300,V19,,,,,,,,
A,A,ASK-PC-0002,四方监控屏2,555,555,16-20190611192834-0002,青岛四方智能作业台,14,3,3,0,2019-06-12 08:56:55.000,2019-06-12 08:56:56.000,1,0,Admin,Administrator,,999,青岛四方监控屏,211210000439300,V19,,,,,,,,
A,A,ASK-PC-0002,四方监控屏2,555,555,16-20190611192834-0002,青岛四方智能作业台,15,2,2,0,2019-06-12 08:56:56.000,2019-06-12 08:57:21.000,25,123,Admin,Administrator,,999,青岛四方监控屏,211210000439300,V19,,,,,,,,15:1:331180000443400 :1:取安装板安装护边:;15:2:460062000000003 :1:取安装板安装护边:
A,A,ASK-PC-0002,四方监控屏2,555,555,16-20190611192834-0002,青岛四方智能作业台,16,3,3,0,2019-06-12 08:57:21.000,2019-06-12 08:57:32.000,11,600,Admin,Administrator,,999,青岛四方监控屏,211210000439300,V19,,,16:液晶屏贴植绒布1-4（2层），裁切:1:无评论,,,,,
